Index,Sentence
14769,Quigg abandonnait aussi l'enseignement.
14770,Ils ne vont pas s'offrir un ranch.
14771,Blanche nous regarda alternativement.
14772,Je dis : Personne n'y a fait allusion.
14773,J'étais décidé à bien me conduire.
14774,Huggler n'est pas à la rue.
14775,Hameau des Mouettes.
14776,Le garçon curieux.
14777,Toutes les pièces sont chez la comptable.
14778,"Pas un cheveu de travers, pourtant."
14779,C'était une routine bien rodée.
14780,Il a eu recours à deux fausses adresses.
14781,Il le tordit violemment là.
14782,Les patients que j'ai vus.
14783,Vous avez parlé de références à l'étranger.
14784,Le problème est qu'on ignorait.
14785,Il se plaça à côté de lui.
14786,C'est une faute de goût.
14787,Il y avait du cuir de vachette noir.
14788,Le téléphone sonna neuf minutes plus tard.
14789,Il doit avoir plus de quatre-vingts ans.
14790,"Pour lui faire subir ça,  nota Petra."
14791,"Quinze ans, ça fait long."
14792,Ed Loyal n'avait pas d'adresse.
14793,Sturgis est à l'appareil.
14794,Vous vous rendez compte ?
14795,C'est le seul pouvoir qu'elle exerce.
14796,C'était la thérapie comportementale canine.
14797,"Vous n'avez pas oublié, j'en suis sûr."
14798,Les forces de l'ordre ont cherché.
14799,La couleur se précisa.
14800,Ils se déplacent ensemble aujourd'hui.
14801,Elle lui décerna une récompense.
14802,"D'ailleurs, qu'est-ce qui t'a amené ici ?"
14803,Je repensai au croquis de Shimoff.
14804,Il exerça son sens de l'observation.
14805,Elle était digne d'OK Corral.
14806,C'était le Dr Magnus Vanderveul.
14807,Nous nous sommes rencontrés au service.
14808,L'ogre bâillait en se réveillant.
14809,L'identité du suspect interpellé.
14810,Ils étaient blessés dans un accident.
14811,Le charlatan soutenait son action.
14812,Milo sentit son pied déraper.
14813,C'était il y a six ans.
14814,Il est revenu vers nous.
14815,Milo demanda : Un patient rancunier ?
14816,C'était du cèdre contre les mites.
14817,Ces références venaient de l'étranger.
14818,Il était trop tard pour le contacter.
14819,"Les fous, je les préfère sur l'échiquier."
14820,Je joue la comédie.
14821,Ceci venait d'une attaque ou maladie.
14822,Il se gominait les cheveux.
14823,Quigg aurait eu un élève.
14824,C'était à Ventura State.
14825,"Ses mains étaient énormes, lisses, glabres."
14826,"Plus spécifiquement, les patients dangereux."
14827,"Nullement, j'ai beaucoup appris."
14828,Elle était infirmière en chirurgie.
14829,Une couverture souple.
14830,Milo avançait concentré sur l'objectif.
14831,qu'il y a du temps.
14832,Notre homme à la canadienne réagit.
14833,Milo accepta la cigarette.
14834,Raul cherche les dispensaires de Huggler.
14835,Ils estiment parfois que la psychologie intéresse.
14836,Je glissai l'argent dans sa poche.
14837,Un silence dura une seconde.
14838,Il s'appelait Emil Cahane.
14839,C'était la seule fois.
14840,Cerise nous montre l'exemple.
14841,Je me demande s'il n'aurait pas pris peur.
14842,Mais ils y tiennent.
14843,C'était il y a longtemps.
14844,"Incroyable, dit Pettigrew."
14845,"Ça arrive, par excès de confiance."
14846,Ce n'est pas la première question.
14847,Elle arriva neuf minutes plus tard.
14848,Il est inutile d'aborder le sujet.
14849,"Un timbré, un fou?"
14850,Le restaurant est à côté de l'embarcadère.
14851,C'est ainsi qu'il se perçoit.
14852,Il fut interpellé à Morro Bay.
14853,Ce ne sont pas les intérêts d'un compte titres.
14854,Elle ne laissait rien perdre.
14855,Une équipe de cinq personnes faisait le ménage.
14856,Pensais-je que Huggler serait présenté.
14857,Nous étions en place.
14858,Ce fut mon premier poste.
14859,Avec un peu de chance je vivrai vieux.
14860,James Harrie avait conservé leurs photos.
14861,Il prenait des notes.
14862,Lucchese se souvenait de Wainright.
14863,Les deux cinglés ne valent pas tripette.
14864,J'utilisai le degré de détail approprié.
14865,Il y avait d'autres unités.
14866,Il suffit d'entrer pour en avoir le cœur net.
14867,Six au minimum.
14868,Il s'accroupit et visa le policier.
14869,"Vous dramatisez, il me semble."
14870,Aucun n'eut une enfance horrible.
14871,Je pris place à leur table.
14872,Elle est un peu plus bas.
14873,"Pour sa sécurité, il était supervisé."
14874,Il a menti pour brouiller les pistes.
14875,Il les vendit à un type.
14876,Les renseignements donnent le numéro de la pension.
14877,Je me tenais en arrière prudemment.
14878,C'était avec la famille Banforth.
14879,C'était en noir et blanc.
14880,"Non, pas chez nous."
14881,Il trouva la mort dans une venelle.
14882,La force obscure vous appelle.
14883,Ils voulaient lui présenter des condoléances.
14884,Il est resté auprès du cadavre.
14885,Il quittait un lieu de thérapie ouvert.
14886,Un lien entre Huggler et le médecin?
14887,C'est pour sa curiosité particulière.
14888,Il essuya son front.
14889,J'ai acheté une revue de design.
14890,Les squelettes présentaient des ressemblances.
14891,Ils ne provenaient pas forcément d'une victime.
14892,Elle était braquée sur l'individu.
14893,C'était une créature confiante.
14894,La détention provisoire couvrait la peine.
14895,"Parfois, ils plantent autre chose."
14896,Je suis reparti sans voix.
14897,Il faut l'utiliser dans ses rapports.
14898,Les froissures étaient approximatives.
14899,Cherchez toute disparition non élucidée.
14900,Comment ça ?
14901,Sans issue  annonçait une plaque.
14902,Peut-être que j'avais échappé quelque chose.
14903,"Rien pour la Pennsylvanie, Illinois."
14904,Elle datait de cinq ans.
14905,Il était surveillé pendant ses loisirs.
14906,Il y a été envoyé pour une durée indéterminée.
14907,Elle ne laisserait pas passer l'occasion.
14908,"Malheureusement, ce n'est que la réalité."
14909,Avant de rugir: Quoi?
14910,Il y avait un vibrato grossier.
14911,Le faux Shacker avait l'adresse.
14912,"Sidérés, les flics ne savaient pas."
14913,Anna Freud était charmante.
14914,Il attend que Harrie lui confie une leçon.
14915,Il agissait en cachette.
14916,Mais c'est difficile à dire.
14917,Je ne pouvais pas prendre cette décision.
14918,Je penche pour le K.O. pendant cuvaison.
14919,Je m'installai à l'ordinateur.
14920,Il était plutôt dans les évictions.
14921,Elle n'arrêtait pas de geindre.
14922,Nous nous trouvions face à un espace dégagé.
14923,Il se vengerait d'un enseignant ?
14924,Un vendeur parlait à Reed.
14925,qu'ils sont débordés.
14926,Il portait une chemise blanche propre.
14927,Elle était à l'hôpital de Maudsley.
14928,Au Sikh qui tenait le kiosque.
14929,J'étais ravi de retrouver le sud Californie.
14930,Elle était en laiton.
14931,C'était aux yeux dans le bocal.
14932,Même Cerise était silencieuse.
14933,Pas obligatoirement à vos fonctions à Ventura.
14934,Des années de ressentiment et de fantasmes.
14935,Qui l'a retrouvé là-bas ?
14936,Je m'en pris à l'autre genou.
14937,Tu t'es lâché sur les enchères.
14938,Louie soutenait Ned.
14939,C'était un faux convaincant.
14940,Il y avait des boiseries en chêne.
14941,Ou parler aux enfants.
14942,L'homme marquait des arrêts fréquents.
14943,"Hum, non, je ne crois pas."
14944,Milo n'avait pas touché son agneau.
14945,Il y avait bowling et deux cinémas.
14946,Si Quigg a obtenu un internement.
14947,C'est ainsi depuis au moins cinq ans.
14948,Ils étaient en taille collectivité.
14949,Milo jure et enfourne une bouchée.
14950,C'était pour le journal de 18h.
14951,C'était il y a très longtemps.
14952,Il pourrait s'agir de spécimens.
14953,Malgré ses réticences.
14954,Demain matin à la première heure.
14955,"Alors, trouve-toi quelqu'un."
14956,Nous ignorions tout de ces squatteurs.
14957,Deux étaient du groupe A.
14958,Quelqu'un d'autre aurait dû le voir.
14959,Il cherche à joindre la réceptionniste bénévole.
14960,Ou elle est juste bête.
14961,Tout le reste avait échoué.
14962,Elle était une amie de Moe Reed.
14963,Son teint avait de la chaleur.
14964,Elle portait un sweat noir.
14965,"Du temps de l'hôpital,"
14966,C'était à Ventura autrefois.
14967,C'est pour cibler les recherches.
14968,Il rappela Petra pour l'informer.
14969,Il s'était préparé un sandwich.
14970,Elle était aussi en Floride.
14971,On déterre des choses parfois.
14972,Il semblait terne et miteux.
14973,Les policiers notent ce genre de détail.
14974,Je vais interroger les agents.
14975,Il y avait un nouveau croquis.
14976,Les résidents donnent procuration.
14977,Je dis : Il a peut-être menti à sa femme.
14978,Il avait affaire à de fausses alertes.
14979,Elle délimitait la zone aménagée.
14980,La personne qui a porté plainte.
14981,Il y a une première à tout.
14982,Il hocha la tête.
14983,Aucune raison que vous...
14984,"Je ne pense pas, je sais, docteur Delaware."
14985,Mis à part la canadienne.
14986,Louie et Ned ont finalement été adoptés.
14987,Elle nous a accompagnés vers le parking.
14988,Ça m'a marquée.
14989,Ils devaient l'épier et l'amadouer.
14990,Le ciel était sans nuages.
14991,J'étudiai la restructuration cognitive.
14992,Il sera toujours temps de changer.
14993,Le meurtrier a laissé quelque chose.
14994,C'était un petit homme.
14995,Quel meilleur moyen y parvenir?
14996,Je dis : Je suis certain que vous avez raison.
14997,Elle succomba après une courte maladie.
14998,"Il se débattit, il gémit."
14999,Il avait une barbe hirsute.
15000,Il me tendit sa carte.
15001,Son menton et ses joues étaient blanchis.
15002,Trois appels furent passés.
15003,C'était un beau millésime.
15004,C'était un type aux cheveux longs.
15005,"Naturellement, si vous avez suivi le patient."
15006,Je lui racontai la visite chez Cahane.
15007,L'autre était capable de maintenir un contrôle.
15008,Ce n'est pas très probable.
15009,C'était environ un mois plus tôt.
15010,C'est le signe qu'il est organisé.
15011,Sa barbe cachait son col de chemise.
15012,Pas que je sache.
15013,Aidez-moi à retrouver ma cohérence visuelle.
15014,Nous n'en savons rien.
15015,Elle nous a élevés toute seule.
15016,Vita a grandi à Chicago.
15017,La nuit sentait le jasmin.
15018,Mince. Vous êtes sûr ?
15019,Il y avait des gravats hérissés.
15020,Elle était verrouillée.
15021,Je ne pense pas qu'il existe un lien.
15022,J'ai appris ce qui était arrivé.
15023,Le vieillard plaqua ses mains.
15024,Harrie s'était peut-être attribué sa retraite.
15025,C'est comme si tu rêvais d'avoir des rides!
15026,Je suis avocat.
15027,Je ne me sentais pas capable.
15028,Il semblait qu'il n'avait pas mémorisé.
15029,Un rien déclenche une réaction.
15030,J'ai pris le connard entre quatre yeux.
15031,Je ne tiens pas à monter à l'arrière.
15032,Cette femme assemblait des explosifs.
15033,Ou peut-être en suédine.
15034,"Caucasion, quarante-six ans."
15035,Il voulait cimenter le lien avec Huggler.
15036,Quelqu'un en a profité.
15037,Il était vêtu de guenilles grises.
15038,On allait en faire un campus universitaire.
15039,Elle était semblable à celle-ci.
15040,C'est la photo de James Pittson Harrie.
15041,Ils étaient adressés à North Hollywood.
15042,C'est dans Bedford.
15043,Il était trop gros.
15044,Il était tellement silencieux.
15045,C'est le Dr Shacker qui l'a suggéré.
15046,Sa logique était mystérieuse.
15047,Il avait atteint l'échelon trois.
15048,Il porta la main à son holster.
15049,Il fait trop sombre ici.
15050,Selon la pénibilité et l'incapacité.
15051,Milo tenait son Glock dans droite.
15052,Ça n'avait aucun sens.
15053,Salopard! lâcha Milo.
15054,Cela pourrait fournir des indications sur ses fréquentations.
15055,C'est trop facile pour eux.
15056,Mais comme concierge.
15057,Elle répond les troubles mentaux.
15058,Il était patient et les yeux secs.
15059,Elles pouffèrent dès que je partis.
15060,"Grâce à Milo, il garda la pédale au plancher."
15061,Je l'ai pris par la main.
15062,La menace planait toujours.
15063,C'était de la console devant lui.
15064,Il se réveilla et scruta le champ.
15065,Elles le dissimulaient en grande partie.
15066,Je le poussai de toutes mes forces.
15067,C'était une sorte d'animal trapue.
15068,Le coup de peigne était négligé.
15069,Cahane n'était plus là.
15070,"Je dis : ""Pardon..."
15071,Je l'interrogeai sur les soins spécialisés.
15072,Il s'appelait Eaton.
15073,Il rompait le cou à ses victimes.
15074,Il est allé où on épluche des bilans.
15075,"Près du carrefour, un sans-abri."
15076,Trude Prosser pratiquait la neuropsychologie.
15077,Il n'y a aucune réticence.
15078,Il représentait les patients de deux services.
15079,Il regarde les femmes qui attendent.
15080,Elle présentait les mêmes teintes.
15081,Il hurla et lâcha Milo.
15082,Il y avait des tee-shirts.
15083,"Quinze ans, c'est une longue attente."
15084,Une enfant joufflue aux boucles cuivrées.
15085,Les attentions d'un Harrie étaient accueillantes.
15086,"En quoi te faisait-il peur, Lee ?"
15087,Je ne veux pas de souillure.
15088,Très peu de recommandations furent suivies.
15089,On dirait que l'endroit a été défriché.
15090,Milo consulta leur site.
15091,Savez-vous qui l'a tué ?
15092,Il croisa les jambes.
15093,Elle pourrait être l'informatrice anonyme.
15094,"Par contre, devinez qui est resté ?"
15095,Je ne me soucie pas de politique.
15096,Il était près de deux hôpitaux.
15097,Nous étions pensifs et immobiles.
15098,Cahane et Geraldo. Que puis-je faire ?
15099,Elle lança un regard haineux.
15100,Je ne l'ai pas touchée.
15101,Elle portait une inscription.
15102,Milo se frotta les joues.
15103,Je n'étais pas très curieuse.
15104,"Au rez-de-chaussée, aucun gérant n'était là."
15105,Vous pensez vous être planté.
15106,Parfait. On va te procurer des fringues.
15107,Il y a toujours du monde.
15108,Je n'ai pas fait attention.
15109,"Si vous n'êtes pas satisfait de ma prestation,"
15110,Et de canalisations défectueuses.
15111,Il mérite d'être vérifié.
15112,Louie sortit à l'invitation de Milo.
15113,Milo s'arrêta à un mètre.
15114,Je ne l'imagine pas en justicier.
15115,Il fuma avec son collègue.
15116,Je ne négligerai rien.
15117,Cette thèse devient contestable.
15118,Il s'est lancé dans la profession.
15119,Milo demanda si Borchard s'était trompé.
15120,Elles étaient bleu turquoise.
15121,"Oui, c'est faisable."
15122,L'homme secoua la tête.
15123,Pas d'arbres là-bas ?
15124,Il lança un regard au soleil.
15125,Il cherchait à s'en abstraire.
15126,Cela fait vingt ans d'enfermement.
15127,Un homme se tenait près d'une chaise.
15128,Il a fait usage d'un couteau.
15129,Il portait deux médaillons.
15130,"À mon avis, il voulait comparer."
15131,Torsion dans un sens.
15132,Il attendait les suites judiciaires.
15133,Elle ne pouvait qu'être graduelle.
15134,Je dois faire du shopping.
15135,Même en mangeant.
